PPX,PPXB ISOMTO’XT OTRYADI GURUX KOMANDIRI
PPX,PPXB ISOMTO’XT OTRYADI INSPEKTORI
PPX,PPXB ISOMTO’XT OTRYADI MUTAXASSISI
PPX,PPXB ISOMTO’XT OTRYADI MUXANDISI
PPX,PPXB ISOMTO’XT OTRYADI OPERATORI
PPX,PPXB ISOMTXT otryadi inspektori
PPX,PPXB MMIB orinbosari
PPX,PPXB OTLIQ GURUHI KOMANDIRI
PPX,PPXB OTLIQ GURUHI SAFDOR XODIMI
PPX,PPXB hizmatini tashkil etish
PPX,PPXB inspektori
PPX,PPXB katta inspektori
PPX,PPXB komandiri  MTT orinbosari
PPX,PPXB komandiri o'runbosari
PPX,PPXB komandirining o'rinbosari
PPX,PPXB navbatchilik qismi
PPX,PPXB navbatchisi
PPX,PPXB otryad komandiri orinbosari
PPX,PPXB safdor hodimi
PPX,PPXB xizmat buyicha orinbosari
PPX,PPXB xizmat kursatish komindanti
PPX,PPXG KOMANDIR O'RINBOSARI
PPX,PP{B Ta'minot gurihi
PPX,Patrul Post Xizmati Inspektori
PPX,Patrul-post xizmati inspеktori
PPX,Pd  phvPX ее
PPX,Podpolkovnik PPX bataloni komandiri o‘rinbosari
PPX,Profilaktika katta inspektori
PPX,"Qashqadaryo viloyati, IIB PPXB inspektori"
PPX,RANK
PPX,SAFDOR
PPX,SAFDOR HODIM
PPX,SAFDOR HODIM 
PPX,SAFDOR XODIM
PPX,Safdor
PPX,Safdor PPX bataloni birinchi otryadi bulinma komandiri
PPX,Safdor xodim
PPX,Safdor xodimi
PPX,Sergeli tumani IIO FMB JTSB boshlig’i  
PPX,Serjant
PPX,Suv bilan zarba berish operatori
PPX,Ta'minlash guruhi inspektori
PPX,Test JXD
PPX,Tezkor vakil
PPX,Tuman Jamoat xavfsizligi xizmati boshlig`i
PPX,Tumanlar aro PPX Inspektori
PPX,Tumanlar aro PPX inspektori
PPX,Tumanlararo otryad komandiri
PPX,Tumanlararo otryad komandiri o'rinbosari
PPX,Tumanlararo otryadi komandiri
PPX,Tumanlararo safdor xodim
PPX,Uchqurgon tumani  PPX inspektori  
PPX,Uchtepa tumani
PPX,Viloyat IIB JXX JTSB boshlig'i
PPX,Viloyat IIB JXX JTSB boshlig'i o'rinbosari
PPX,Xaydovchi
PPX,Yakkasaroy tumani JTSB boshlig`i
PPX,Yangi Namangan tumani Beruniy HTM bosh inspektori
PPX,Yangi Namangan tumani Biruniy 2-sonli MFY PPX inspektori 
PPX,Yangi Namangan tumani Bunyodkor HTM bosh inspektori
PPX,Yangi Namangan tumani Go`zal HTM bosh inspektori
PPX,Yangi Namangan tumani IIB Guzal MFY XTM PPX inspektori
PPX,Yangi Namangan tumani IIB JXX JTSB PPX inspektori
PPX,Yangi Namangan tumani IIB PPX inspektori
PPX,Yangi Namangan tumani IIB PPX inspetori
PPX,Yangi Namangan tumani Ishonch XTM Bosh inspektori
PPX,Yangi Namangan tumani PPX Inspektori
PPX,Yangi Namangan tumani PPX bulinma komandiri
PPX,Yangi Namangan tumani PPX inspektori
PPX,Yangi Namangan tumani PPX inspektori 
PPX,Yangi Namangan tumani PPX inspektori  
PPX,Yangi Namangan tumani PPXB inspektori
PPX,Yangi Namangan tumani PPXB inspektori 
PPX,Yangi namangan tumani HTM inspektori
PPX,Yangi namangan tumani IIB JTSB PPX 4-sonli XTM inspektori
PPX,YangiNamangan tumani IIB PPX 3-sonli Gozal MFY HTM inspektori
PPX,Yashnobod tumani IIO FMB JTSB boshlig’i
PPX,Yunusobod tumani IIO FMB JTSB boshlig’i  
PPX,aloqa
PPX,batalon komandirining o‘rinbosari
PPX,batalon komandirining xizmat bo‘yicha o‘rinbosari
PPX,batalon komandirir o'rinbosari
PPX,birinchi tumalararo patrul-post xizmati guruhi inspektori
PPX,bo'linma komandiri
PPX,bo`linma komandiri
PPX,bolinma komandiri
PPX,bosh inspektor
PPX,bosh mutaxassis
PPX,boshqarma boshlig'i
PPX,boshqarma boshlig'i o'rinbosari
PPX,boshqarma boshligi' o'rinbosari
PPX,bo‘linma komandiri
PPX,bulinma komandiri
PPX,disigner
PPX,front
PPX,guruh komandiri
PPX,guruh komandiri o'rinbosari
PPX,gurux kom 
PPX,gurux komandiri
PPX,haydovchi
PPX,haydovchi hodimi
PPX,haydovchi xodim
PPX,haydovchi xodimi
PPX,haydovchisi
PPX,ikkinchi otryad inspektori
PPX,ikkinchi tumanlararo patrul-post xizmati guruhi inspektori
PPX,imspektor
PPX,inpektor xodim
PPX,inspektor
PPX,inspektor 
PPX,inspektor xodimi
PPX,inspektor ходим
PPX,inspektor.
PPX,inspektori
PPX,inspektori 
PPX,isnpektor
PPX,ispektor
PPX,kadirlar guruhi 
PPX,katta Inspektor
PPX,kiber
PPX,kichik inspektor
PPX,kkkkl
PPX,komandir o`rinbosari
PPX,komandir otryad o`rinbosari
PPX,mutaxassisi
PPX,nspektor
PPX,o'qituvchi
PPX,operator
PPX,operator 
PPX,otliq xodim
PPX,otr/gur/ kom
PPX,otryad komandiri
PPX,otryad komandiri o'rinbosari
PPX,otryad komandiri orinbosari
PPX,otryad komandiri o‘rinbosari
PPX,otryad komandiriningo'rinbosari
PPX,otryad mutahasisi
PPX,patrul
PPX,ppx inf
PPX,ppx ins
PPX,ppx insp
PPX,ppx inspekrori
PPX,ppx inspektor
PPX,ppx inspektori
PPX,ppx inspektori 
PPX,ppx inspektri
PPX,ppx inspektrori
PPX,ppx inspektrori 
PPX,ppx onspektori
PPX,prod test
PPX,prof ins
PPX,profilaktika Inspektor
PPX,safdor
PPX,safdor hodimi
PPX,safdor xodim
PPX,safdor xodimi
PPX,safdor xodimi 
PPX,safdor-xodim
PPX,serjant
PPX,sinspektori
PPX,test
PPX,tester
PPX,tuman JTSB boshlig`i
PPX,tumanlararo otryad komandiri 
PPX,tumanlararo patrul-post xizmati gurug‘i inspеktori
PPX,tumanlararo patrul-post xizmati otryadi birinchi tumanlararo patrul-post xizmati guruhi haydovchisi
PPX,tumanlararo patrul-post xizmati otryadi birinchi tumanlararo patrul-post xizmati guruhi safdor xodimi
PPX,viloyat admin
PPX,xaydovchi
PPX,xaydovchi  hodimi
PPX,xaydovchi hodim
PPX,xaydovchi hodimi
PPX,xaydovchi hodimi 
PPX,xaydovchi xodim
PPX,Ўраб олиш ва кўздан кечиришни ташкиллаштириш гуруҳи
PPX,Ўраб олиш ва кўздан кечиришни ташкиллаштириш гуруҳи 
PPX,Ўраб олиш ва кўздан кечиришни ташкиллаштириш гуруҳи командир ўринбосари
PPX,Ўраб олиш ва кўздан кечиришни ташкиллаштириш гуруҳи командири
PPX,Ўраб олиш ва кўздан кечиришни ташкиллаштириш гуруҳи мутахассиси
PPX,Ўраб олиш ва кўздан кечиришни ташкиллаштириш гуруҳи сафдор ходми
PPX,Ахборот технологиялари бўйича бош инспкектори
PPX,БЎЛИНМА КАМАНДИРИ
PPX,Батальон командири
PPX,Батальон командири 
PPX,Батальон командири ўринбосари
PPX,Батальон командири ўринбосари 
PPX,Батальон командирини хизмат бўйича ўринбосари
PPX,Батальон командирининг хизмат буйича уринбосари 
PPX,Батальон командирининг хизмат бўйича ўринбосари
PPX,Батальон ткомандири ўринбосари
PPX,Бошқарма бошлиғи ўринбосари 
PPX,Бошқарма бошлиғи ўринбосари  
PPX,Бустанлик тиман  Толебй МФЙ
PPX,Бўлинма камандири
PPX,Бўлинма камандири 
PPX,Бўлинма командири
PPX,Бўстонлиқ ТИИБ 3-сон ИИБ ППХГ инспектори
PPX,ВИИББ ЖХХ ЖТСБ бошлиғи
PPX,ГУРУҲ КОМАНДИРИ
PPX,Гурух камандири
PPX,Етакчи мутахассис
PPX,ЖТСГ
PPX,ЖХД инспектори
PPX,Жамоат тартибини сақлаш бошқармаси бошлиғи ўринбосарлари
PPX,ИИВ
PPX,ИИВ ЖТСХ ППХ бўлим бошлиғи
PPX,ИИВ ўринбосари
PPX,Инспектор ходими
PPX,МТБ инспектор
PPX,МТБ инспектори
PPX,Отряд командири
PPX,Отряд командири ў/и
PPX,ППХ  Инспектор
PPX,ППХ  инспектор
PPX,ППХ  инспектори
PPX,ППХ ИСОМТЎХТО   Мутахассис
PPX,ППХ ИСОМТЎХТО инспектори
PPX,ППХ Инспектори 
PPX,ППХ инпектори 
PPX,ППХ инсектори
PPX,ППХ инспектор
PPX,ППХ инспектори
PPX,ППХ инспектори 
PPX,ППХ инспректор 
PPX,ППХ ипспектор
PPX,ППХБ  командирининг маънавий-маърифий ишлар бўйича ўринбосари
PPX,ППХБ КГ катта инспектори
PPX,ППХБ ТППХО гурух командири
PPX,ППХБ ТППХО командири
PPX,ППХБ ТППХО сафдор ходим
PPX,ППХБ ТППХО хайдовчи  ходим
PPX,ППХБ ТППХО хайдовчи ходим
PPX,ППХБ ХТГ инспектори
PPX,ППХБ ХТГ катта инспектори
PPX,ППХБ ХТЭГ инспектори
PPX,ППХБ инспектор-навбатчиси 
PPX,ППХБ командири ўринбосари – ИСОМТЎХТ отряди командири
PPX,ППХБ командирининг ММИБ ўринбосари
PPX,ППХБ командирининг МТТБ ўринбосари
PPX,ППХБ командирининг Хизмат бўйича ўринбосари
PPX,ППХБ командирининг моддий техника таъминоти бўйича ўринбосари
PPX,ППХБ командирининг хизмат бўйича ўринбосари
PPX,ППХБ командирининг ўринбосари-ИСОМТЎХТО командири
PPX,ППХБ коменданти
PPX,ППХБ навбатчи ёрдамчиси
PPX,ППХБ ҳайдовчиси
PPX,ППх инспектори
PPX,САФДОР ХОДИМ
PPX,Сафдор ходим
PPX,Сафдор ходими
PPX,Старший инспектор
PPX,Сув билан зарба бериш гуруҳи командири
PPX,Сув билан зарба бериш гуруҳи оператори
PPX,Сув билан зарба бериш гуруҳи ҳайдовчиси
PPX,Сурхандарё вилоят ИИБ ШМХ Саф бўлинмалари ППХО инспектори
PPX,"Текшириш, кузатиш ва тезкор ҳаракатланиш гуруҳ командирининг ўринбосари"
PPX,"Текшириш, кузатиш ва тезкор ҳаракатланиш гуруҳи командири"
PPX,"Текшириш, кузатиш ва тезкор ҳаракатланиш гуруҳи мутахассиси"
PPX,"Текшириш, кузатиш ва тезкор ҳаракатланиш гуруҳи ходими"
PPX,"Текшириш, кузатиш ва тезкор ҳаракатланишгуруҳи мутахассиси"
PPX,Тошкент шахар ИИББ ЖТСБ бош инспектори
PPX,Тошкент шаҳар Ички ишлар Бош бошқармаси бошлиғининг Жамоат тартибини сақлаш бўйича ўринбосари
PPX,Туман Жамоат хавфсизлиги хизмати бошлиғи
PPX,Туман Жамоат хавфсизлиги хизмати бошлиғи 
PPX,ХАЙДОВЧИ
PPX,ХТТБ ҲПГ катта инспектори
PPX,Хайдовчи
PPX,Хайдовчи  ходим
PPX,Хайдовчи ходими
PPX,батальон командири
PPX,бўлинма бошлиғи
PPX,бўлинма камандири 
PPX,бўлинма командири
PPX,гурух камандири
PPX,гурух командири
PPX,гурух командири 
PPX,гурух командири ўринбосари
PPX,гуруҳ командири
PPX,дознаватель
PPX,"екшириш, кузатиш ва тезкор ҳаракатланиш гуруҳи ходими"
PPX,инпектор
PPX,инспекиор
PPX,инспекитор
PPX,инспекор
PPX,инспектор
PPX,инспектор 
PPX,инспектори
PPX,инспкетор
PPX,инспктор
PPX,мутахассис
PPX,оператор
PPX,отряд командир ўринбосари
PPX,отряд командири
PPX,отряд командири ўринбосари
PPX,отряд командирининг маънавий ва маърифий ишлар бўйича ўринбосари
PPX,отряд командирининг тарбиявий ишлар бўйича ўринбосари
PPX,отряд командирининг хизмат бўйича ўринбосари
PPX,садор ходим
PPX,сафдор
PPX,сафдор 
PPX,сафдор хайдовчи
PPX,сафдор хайдовчм
PPX,сафдор ходим
PPX,сафдор ходим 
PPX,сафдор ходими
PPX,сафдор-ходим
PPX,сафдор-ходим 
PPX,сафдор-ходим  
PPX,сержант
PPX,транспорт ЖТСБ инспектори
PPX,туман Жамоат тартибини сақлаш бошқармаси бошлиғи
PPX,хайдwовчи
PPX,хайдовчи
PPX,хайдовчи ходим
PPX,хайдовчи ходим 
PPX,штқзулеўк
PPX,Ҳайдовчи ходим
PPX,ҳайдовчи ходим
PPX,null
null,Lavozim
null,super
null,Хизмат бошлиғи
null,null
